Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
214,43,Female,Coat,Outerwear,83,L,Cyan,Winter,3.5,No,Debit Card,Express,No,No,12,Cash,Every 3 Months
215,45,Female,Sweater,Clothing,72,M,Yellow,Fall,3.8,No,PayPal,Express,No,No,1,Debit Card,Bi-Weekly
216,26,Female,Shirt,Clothing,30,M,Cyan,Fall,4.5,No,Credit Card,Express,No,No,39,Debit Card,Bi-Weekly
217,62,Female,Shorts,Clothing,66,M,Green,Winter,2.7,No,Credit Card,Express,No,No,13,Credit Card,Bi-Weekly
218,58,Female,Shirt,Clothing,45,XL,White,Winter,2.9,No,Cash,Store Pickup,No,No,50,Venmo,Annually
219,19,Female,Sunglasses,Accessories,73,S,Black,Fall,4.9,No,Credit Card,Free Shipping,No,No,36,Cash,Weekly
220,64,Female,Shoes,Footwear,67,L,Charcoal,Winter,3.8,No,Bank Transfer,Standard,No,No,31,Debit Card,Monthly
221,33,Female,Sunglasses,Accessories,72,XL,Brown,Spring,4.9,No,Venmo,Free Shipping,No,No,3,Debit Card,Bi-Weekly
222,20,Female,Handbag,Accessories,24,M,Cyan,Fall,4.6,No,Venmo,Standard,No,No,11,Cash,Fortnightly
223,45,Female,Sunglasses,Accessories,68,L,Beige,Winter,3.5,No,Venmo,Express,No,No,16,PayPal,Quarterly
224,28,Female,Shirt,Clothing,70,M,Magenta,Spring,4.2,No,Bank Transfer,2-Day Shipping,No,No,12,Cash,Quarterly
225,47,Female,Shirt,Clothing,64,L,Indigo,Winter,3.7,No,Bank Transfer,Free Shipping,No,No,37,Debit Card,Every 3 Months
226,54,Female,Sweater,Clothing,91,M,Maroon,Spring,2.8,No,Cash,Store Pickup,No,No,43,Credit Card,Every 3 Months
227,64,Female,Handbag,Accessories,82,M,Gray,Winter,4.8,No,Debit Card,2-Day Shipping,No,No,9,Cash,Weekly
228,45,Female,Shirt,Clothing,24,M,Black,Summer,2.7,No,Debit Card,Express,No,No,15,Venmo,Bi-Weekly
229,40,Female,Jewelry,Accessories,80,L,Yellow,Spring,3.6,No,Venmo,Store Pickup,No,No,17,Credit Card,Weekly
230,31,Female,Socks,Clothing,53,XL,White,Winter,4.5,No,Debit Card,Next Day Air,No,No,42,Venmo,Fortnightly
231,38,Female,T-shirt,Clothing,50,M,Orange,Spring,4,No,Credit Card,Free Shipping,No,No,14,Venmo,Monthly
232,36,Female,Jewelry,Accessories,31,M,Magenta,Fall,4.5,No,Cash,2-Day Shipping,No,No,49,Credit Card,Bi-Weekly
233,65,Female,Backpack,Accessories,88,L,Black,Spring,3.9,No,Credit Card,Express,No,No,3,PayPal,Quarterly
234,27,Female,Hat,Accessories,52,M,Brown,Summer,3.8,No,Credit Card,Standard,No,No,28,Venmo,Monthly
235,38,Female,Gloves,Accessories,22,M,Orange,Fall,4.7,No,Bank Transfer,Next Day Air,No,No,41,Bank Transfer,Quarterly
236,58,Female,Sneakers,Footwear,27,XL,Gray,Spring,4.6,No,Debit Card,Standard,No,No,11,Venmo,Weekly
237,31,Female,Skirt,Clothing,34,M,White,Spring,3.6,No,Debit Card,Express,No,No,46,PayPal,Weekly
238,28,Female,Handbag,Accessories,39,M,White,Spring,4.3,No,Debit Card,2-Day Shipping,No,No,15,Credit Card,Weekly
239,28,Female,Sunglasses,Accessories,53,M,Violet,Fall,3,No,Cash,Standard,No,No,15,Cash,Monthly
240,32,Female,Sweater,Clothing,46,M,Beige,Winter,4.3,No,PayPal,Express,No,No,34,Venmo,Weekly
241,61,Female,Handbag,Accessories,85,L,Beige,Summer,4.8,No,Venmo,Next Day Air,No,No,13,Cash,Monthly
242,38,Female,Skirt,Clothing,86,L,Purple,Spring,3.7,No,Bank Transfer,Free Shipping,No,No,27,PayPal,Monthly
243,54,Female,Socks,Clothing,63,M,Brown,Summer,2.6,No,Cash,Free Shipping,No,No,37,Bank Transfer,Weekly
244,29,Female,Shirt,Clothing,44,M,Orange,Spring,3.4,No,Debit Card,Standard,No,No,37,Credit Card,Monthly
245,50,Female,Sneakers,Footwear,95,XL,Cyan,Summer,3.9,No,Cash,Free Shipping,No,No,4,Venmo,Every 3 Months
246,32,Female,Belt,Accessories,49,M,Charcoal,Summer,4.8,No,Venmo,Free Shipping,No,No,1,Credit Card,Every 3 Months
247,38,Female,Pants,Clothing,77,L,Purple,Spring,2.8,No,Credit Card,Free Shipping,No,No,29,Bank Transfer,Quarterly
248,52,Female,Jewelry,Accessories,63,L,Peach,Spring,4.4,No,Venmo,Standard,No,No,50,Venmo,Annually
249,61,Female,Pants,Clothing,83,M,Violet,Winter,3.1,No,Credit Card,Standard,No,No,38,Debit Card,Bi-Weekly
250,25,Female,Jewelry,Accessories,93,M,Peach,Spring,3.8,No,Credit Card,Store Pickup,No,No,15,PayPal,Annually
251,22,Female,Jeans,Clothing,91,S,Maroon,Winter,4.1,No,Bank Transfer,2-Day Shipping,No,No,44,Debit Card,Every 3 Months
252,47,Female,Scarf,Accessories,99,L,Maroon,Fall,4.6,No,Credit Card,Free Shipping,No,No,14,Cash,Weekly
253,50,Female,Belt,Accessories,24,M,Peach,Spring,4.9,No,PayPal,Next Day Air,No,No,5,Debit Card,Monthly
254,45,Female,Dress,Clothing,82,M,Silver,Summer,4.8,No,PayPal,Next Day Air,No,No,11,Credit Card,Annually
255,33,Female,T-shirt,Clothing,28,M,Indigo,Winter,3.9,No,PayPal,Express,No,No,15,Credit Card,Annually
256,42,Female,Boots,Footwear,67,M,Silver,Winter,2.6,No,Venmo,Free Shipping,No,No,46,Credit Card,Annually
257,52,Female,Dress,Clothing,88,M,Olive,Fall,3.7,No,PayPal,Standard,No,No,30,Venmo,Monthly
258,69,Female,Jewelry,Accessories,70,S,Gray,Fall,4.7,No,Cash,Standard,No,No,2,Cash,Annually
259,55,Female,Skirt,Clothing,100,M,Black,Summer,4.5,No,Venmo,Standard,No,No,28,PayPal,Monthly
260,38,Female,Handbag,Accessories,28,L,Maroon,Summer,4.7,No,PayPal,Free Shipping,No,No,9,PayPal,Quarterly
261,57,Female,Coat,Outerwear,48,S,Olive,Spring,3.6,No,Venmo,Standard,No,No,47,Credit Card,Weekly
262,33,Female,Hoodie,Clothing,43,S,Gold,Fall,2.8,No,Credit Card,Free Shipping,No,No,21,Debit Card,Bi-Weekly
263,57,Female,Pants,Clothing,40,L,Pink,Fall,4,No,PayPal,Express,No,No,42,Credit Card,Every 3 Months
264,52,Female,Boots,Footwear,97,M,Brown,Spring,3.6,No,Debit Card,Free Shipping,No,No,28,Credit Card,Weekly
265,44,Female,Coat,Outerwear,25,S,White,Fall,3.8,No,Credit Card,2-Day Shipping,No,No,13,Venmo,Fortnightly
266,48,Female,Scarf,Accessories,45,M,Blue,Summer,4.4,No,Bank Transfer,Standard,No,No,25,PayPal,Fortnightly
267,52,Female,Boots,Footwear,49,L,Orange,Fall,2.8,No,Cash,Store Pickup,No,No,38,Debit Card,Every 3 Months
268,34,Female,Sneakers,Footwear,36,L,Silver,Summer,3.4,No,Cash,Free Shipping,No,No,40,Venmo,Annually
269,26,Female,Sweater,Clothing,48,S,Gray,Fall,4.9,No,Cash,Express,No,No,25,Cash,Every 3 Months
270,36,Female,Belt,Accessories,62,S,Blue,Fall,4.3,No,Bank Transfer,Next Day Air,No,No,20,Cash,Every 3 Months
271,24,Female,Jewelry,Accessories,74,M,White,Winter,3.4,No,Bank Transfer,Free Shipping,No,No,44,Credit Card,Bi-Weekly
272,30,Female,Handbag,Accessories,100,L,Yellow,Fall,3.9,No,Credit Card,Next Day Air,No,No,9,PayPal,Every 3 Months
273,31,Female,Jacket,Outerwear,39,S,Indigo,Fall,4.2,No,Venmo,Free Shipping,No,No,11,Venmo,Every 3 Months
274,25,Female,Boots,Footwear,65,M,Blue,Summer,2.7,No,PayPal,Store Pickup,No,No,3,Bank Transfer,Fortnightly
275,57,Female,Sneakers,Footwear,99,XL,Peach,Summer,4.1,No,Cash,Store Pickup,No,No,34,Credit Card,Weekly
276,61,Female,Scarf,Accessories,68,XL,Lavender,Winter,4.5,No,PayPal,2-Day Shipping,No,No,48,Cash,Every 3 Months
277,30,Female,Coat,Outerwear,97,M,Silver,Summer,2.8,No,Debit Card,Express,No,No,28,Cash,Fortnightly
278,38,Female,Shorts,Clothing,47,L,Gold,Winter,3.4,No,PayPal,Standard,No,No,20,Venmo,Annually
279,53,Female,Shorts,Clothing,56,S,Cyan,Spring,3.9,No,Credit Card,Free Shipping,No,No,49,Bank Transfer,Fortnightly
280,31,Female,Jeans,Clothing,91,L,Olive,Fall,2.6,No,PayPal,Next Day Air,No,No,14,PayPal,Weekly
281,70,Female,Gloves,Accessories,93,L,Teal,Fall,4.4,No,Cash,2-Day Shipping,No,No,9,Bank Transfer,Monthly
282,21,Female,Pants,Clothing,36,L,Pink,Winter,4.9,No,PayPal,Standard,No,No,37,Venmo,Annually
283,33,Female,Dress,Clothing,45,M,Orange,Summer,3.6,No,Venmo,Store Pickup,No,No,4,Credit Card,Weekly
284,60,Female,Pants,Clothing,44,M,Charcoal,Winter,2.8,No,Venmo,2-Day Shipping,No,No,1,Credit Card,Quarterly
285,45,Female,Gloves,Accessories,32,L,Red,Spring,4.3,No,PayPal,2-Day Shipping,No,No,36,Debit Card,Bi-Weekly
286,46,Female,Belt,Accessories,36,S,Teal,Summer,3,No,Venmo,Express,No,No,21,Cash,Bi-Weekly
287,62,Female,Belt,Accessories,85,S,Silver,Summer,3.3,No,Credit Card,2-Day Shipping,No,No,16,Credit Card,Monthly
288,63,Female,Skirt,Clothing,36,L,Black,Winter,2.5,No,Debit Card,Store Pickup,No,No,42,Cash,Monthly
289,69,Female,Socks,Clothing,55,S,Pink,Spring,5,No,Debit Card,2-Day Shipping,No,No,31,Debit Card,Monthly
290,46,Female,Belt,Accessories,20,XL,Teal,Summer,4.3,No,Cash,2-Day Shipping,No,No,6,Credit Card,Weekly
291,69,Female,Shirt,Clothing,91,M,Teal,Fall,4.2,No,Venmo,Free Shipping,No,No,24,Venmo,Monthly
292,66,Female,Dress,Clothing,71,L,Green,Summer,3.9,No,PayPal,Standard,No,No,7,PayPal,Bi-Weekly
293,41,Female,Socks,Clothing,64,M,Charcoal,Spring,3.9,No,Bank Transfer,Store Pickup,No,No,25,Venmo,Weekly
294,32,Female,Jacket,Outerwear,21,L,Indigo,Spring,4.2,No,Bank Transfer,Free Shipping,No,No,18,Cash,Bi-Weekly
295,69,Female,Sweater,Clothing,100,S,White,Winter,3.5,No,Cash,Store Pickup,No,No,14,Bank Transfer,Quarterly
296,29,Female,Jeans,Clothing,96,M,Orange,Summer,2.5,No,Venmo,Standard,No,No,42,Debit Card,Bi-Weekly
297,70,Female,Jewelry,Accessories,91,M,White,Spring,2.9,No,Credit Card,Express,No,No,6,Venmo,Every 3 Months
298,41,Female,Sweater,Clothing,40,S,Yellow,Spring,2.7,No,Venmo,Next Day Air,No,No,14,Venmo,Every 3 Months
299,31,Female,Hoodie,Clothing,53,M,Red,Summer,4.7,No,Venmo,Express,No,No,30,Debit Card,Quarterly
300,31,Female,Sunglasses,Accessories,48,S,Charcoal,Winter,3.8,No,Bank Transfer,Standard,No,No,10,Cash,Monthly
301,57,Female,Sandals,Footwear,70,M,Lavender,Winter,3.7,No,Cash,Express,No,No,7,PayPal,Weekly
302,29,Female,Coat,Outerwear,29,L,Charcoal,Summer,4.7,No,Credit Card,Express,No,No,28,Credit Card,Quarterly
303,70,Female,Belt,Accessories,29,M,Maroon,Fall,3.6,No,Cash,Next Day Air,No,No,19,Bank Transfer,Quarterly
304,51,Female,Blouse,Clothing,53,M,Brown,Fall,2.8,No,Venmo,Express,No,No,13,Credit Card,Every 3 Months
305,45,Female,Skirt,Clothing,79,M,Lavender,Winter,3.7,No,Venmo,Store Pickup,No,No,23,Venmo,Fortnightly
306,18,Female,Shorts,Clothing,65,XL,Brown,Spring,3.5,No,Bank Transfer,Express,No,No,5,Venmo,Weekly
307,37,Female,Dress,Clothing,99,M,Olive,Summer,3.7,No,Venmo,Store Pickup,No,No,17,Venmo,Bi-Weekly
308,23,Female,Sunglasses,Accessories,60,L,Lavender,Winter,3,No,Debit Card,Next Day Air,No,No,31,Venmo,Weekly
309,39,Female,Shoes,Footwear,86,M,Gold,Winter,4.9,No,Cash,Free Shipping,No,No,19,PayPal,Weekly
310,62,Female,Belt,Accessories,73,M,Silver,Winter,4.6,No,Venmo,Free Shipping,No,No,8,Venmo,Fortnightly
311,70,Female,Belt,Accessories,45,M,Violet,Winter,3.3,No,Bank Transfer,Free Shipping,No,No,15,Credit Card,Annually
312,20,Female,Belt,Accessories,70,S,Brown,Summer,3,No,Bank Transfer,Next Day Air,No,No,18,Credit Card,Every 3 Months
313,42,Female,Belt,Accessories,65,M,Teal,Fall,3.5,No,Credit Card,Standard,No,No,16,PayPal,Annually
314,41,Female,Skirt,Clothing,55,L,Peach,Summer,4.2,No,Debit Card,Store Pickup,No,No,13,Cash,Monthly
315,24,Female,T-shirt,Clothing,65,M,Maroon,Spring,4.5,No,Credit Card,Express,No,No,38,PayPal,Every 3 Months
316,37,Female,Scarf,Accessories,21,XL,Lavender,Spring,2.8,No,Venmo,Express,No,No,27,Bank Transfer,Bi-Weekly
317,30,Female,Blouse,Clothing,26,L,Lavender,Summer,4.9,No,Credit Card,Store Pickup,No,No,31,Bank Transfer,Quarterly
318,58,Female,Sunglasses,Accessories,71,S,Purple,Summer,3.3,No,Bank Transfer,Next Day Air,No,No,24,Cash,Bi-Weekly
319,43,Female,Boots,Footwear,41,M,Green,Summer,3,No,Debit Card,Free Shipping,No,No,21,Debit Card,Bi-Weekly
320,19,Female,Jacket,Outerwear,44,M,Yellow,Winter,3.9,No,Venmo,2-Day Shipping,No,No,15,PayPal,Annually
321,23,Female,Jeans,Clothing,81,S,Charcoal,Fall,2.8,No,Bank Transfer,Store Pickup,No,No,48,Venmo,Every 3 Months
322,65,Female,Sunglasses,Accessories,77,S,Blue,Summer,4.5,No,Debit Card,2-Day Shipping,No,No,47,Cash,Quarterly
323,58,Female,Sandals,Footwear,26,M,Lavender,Fall,4,No,Debit Card,Free Shipping,No,No,23,PayPal,Weekly
324,50,Female,Backpack,Accessories,31,M,Brown,Summer,2.9,No,PayPal,Express,No,No,4,PayPal,Quarterly
325,67,Female,Blouse,Clothing,82,S,White,Spring,4,No,Credit Card,Free Shipping,No,No,47,Credit Card,Every 3 Months
326,40,Female,Shoes,Footwear,60,XL,Green,Summer,3.4,No,Debit Card,Store Pickup,No,No,7,PayPal,Monthly
327,55,Female,Shirt,Clothing,70,L,Magenta,Fall,2.5,No,Venmo,Free Shipping,No,No,6,Credit Card,Annually
328,52,Female,Hoodie,Clothing,26,XL,Peach,Winter,2.8,No,Bank Transfer,2-Day Shipping,No,No,47,Credit Card,Quarterly
329,62,Female,Dress,Clothing,100,L,Charcoal,Summer,3,No,PayPal,Free Shipping,No,No,7,PayPal,Every 3 Months
330,64,Female,Dress,Clothing,82,M,Gold,Summer,3.1,No,Bank Transfer,Free Shipping,No,No,1,Debit Card,Quarterly
331,43,Female,Sneakers,Footwear,24,XL,Purple,Spring,2.6,No,PayPal,2-Day Shipping,No,No,23,Credit Card,Weekly
332,61,Female,Blouse,Clothing,74,L,Teal,Summer,4.9,No,PayPal,2-Day Shipping,No,No,30,Credit Card,Monthly
333,26,Female,Backpack,Accessories,58,XL,Green,Summer,3.5,No,Debit Card,Next Day Air,No,No,24,Credit Card,Quarterly
334,22,Female,Sweater,Clothing,56,L,Orange,Spring,2.6,No,PayPal,Store Pickup,No,No,9,PayPal,Weekly
335,51,Female,Boots,Footwear,37,L,Peach,Spring,3.5,No,PayPal,2-Day Shipping,No,No,25,Credit Card,Quarterly
336,69,Female,Handbag,Accessories,64,M,Gold,Spring,4.5,No,Bank Transfer,Free Shipping,No,No,18,Cash,Bi-Weekly
337,50,Female,Hoodie,Clothing,58,S,Violet,Spring,4.3,No,PayPal,Next Day Air,No,No,7,Venmo,Fortnightly
338,51,Female,Belt,Accessories,44,L,Charcoal,Summer,4.8,No,Debit Card,Next Day Air,No,No,2,Cash,Annually
339,56,Female,Jewelry,Accessories,39,M,Brown,Summer,4.2,No,Bank Transfer,Free Shipping,No,No,36,Debit Card,Annually
340,59,Female,Blouse,Clothing,48,L,Blue,Spring,3.2,No,Bank Transfer,Next Day Air,No,No,31,PayPal,Bi-Weekly
341,18,Female,Handbag,Accessories,32,M,Gold,Fall,4.1,No,PayPal,Express,No,No,10,Cash,Fortnightly
342,48,Female,Handbag,Accessories,79,M,Orange,Winter,4,No,Credit Card,Express,No,No,27,PayPal,Monthly
343,53,Female,Coat,Outerwear,27,L,Turquoise,Winter,2.9,No,Credit Card,Next Day Air,No,No,14,PayPal,Every 3 Months
344,45,Female,Belt,Accessories,98,S,Peach,Fall,2.6,No,Debit Card,Store Pickup,No,No,17,Credit Card,Monthly
345,21,Female,Boots,Footwear,67,M,Magenta,Winter,2.7,No,PayPal,Free Shipping,No,No,10,Bank Transfer,Quarterly
346,42,Female,Socks,Clothing,37,L,Black,Winter,4.6,No,Debit Card,2-Day Shipping,No,No,4,PayPal,Bi-Weekly
347,60,Female,Shoes,Footwear,49,M,White,Spring,3.2,No,Bank Transfer,Store Pickup,No,No,25,Cash,Every 3 Months
348,21,Female,Sneakers,Footwear,74,M,Violet,Fall,4.1,No,Cash,2-Day Shipping,No,No,3,PayPal,Bi-Weekly
349,69,Female,Jewelry,Accessories,93,M,Olive,Summer,3.9,No,PayPal,Standard,No,No,47,Venmo,Fortnightly
350,40,Female,Handbag,Accessories,60,L,Red,Summer,3,No,Debit Card,Next Day Air,No,No,41,Bank Transfer,Bi-Weekly
351,31,Female,Coat,Outerwear,76,S,Green,Spring,3.6,No,Cash,Standard,No,No,28,Venmo,Every 3 Months
352,44,Female,Sunglasses,Accessories,64,L,Gold,Summer,4.6,No,Venmo,Express,No,No,49,Debit Card,Every 3 Months
353,48,Female,Shoes,Footwear,38,XL,Olive,Spring,4.5,No,Credit Card,Store Pickup,No,No,7,Bank Transfer,Fortnightly
354,32,Female,Shoes,Footwear,91,L,Brown,Winter,3.2,No,Credit Card,Next Day Air,No,No,22,Bank Transfer,Monthly
355,42,Female,Boots,Footwear,70,S,Magenta,Summer,4.9,No,Cash,2-Day Shipping,No,No,34,Venmo,Monthly
356,27,Female,Sandals,Footwear,22,M,Violet,Fall,5,No,Bank Transfer,Standard,No,No,5,Debit Card,Bi-Weekly
357,69,Female,Gloves,Accessories,59,M,Beige,Spring,3.8,No,Credit Card,Standard,No,No,15,Cash,Bi-Weekly
358,67,Female,Backpack,Accessories,22,M,Blue,Spring,3.4,No,PayPal,Next Day Air,No,No,26,Bank Transfer,Weekly
359,41,Female,Handbag,Accessories,74,S,Orange,Winter,3.8,No,Venmo,Store Pickup,No,No,3,Bank Transfer,Fortnightly
360,46,Female,Sweater,Clothing,71,L,Maroon,Spring,3.2,No,PayPal,Express,No,No,42,Credit Card,Quarterly
361,47,Female,Coat,Outerwear,80,S,Charcoal,Summer,4.7,No,Credit Card,Store Pickup,No,No,1,Venmo,Monthly
362,33,Female,T-shirt,Clothing,59,L,Olive,Fall,4.5,No,Debit Card,Express,No,No,20,PayPal,Every 3 Months
363,51,Female,Backpack,Accessories,96,L,Green,Fall,3.3,No,Bank Transfer,Standard,No,No,39,PayPal,Monthly
364,26,Female,Sunglasses,Accessories,43,L,Brown,Winter,3.9,No,Debit Card,Store Pickup,No,No,24,Credit Card,Fortnightly
365,22,Female,Belt,Accessories,76,S,Cyan,Winter,3.6,No,Debit Card,Express,No,No,49,Bank Transfer,Quarterly
366,49,Female,Jacket,Outerwear,59,M,Beige,Fall,2.8,No,Debit Card,Store Pickup,No,No,7,Venmo,Bi-Weekly
367,58,Female,Skirt,Clothing,48,L,Teal,Summer,4.3,No,Cash,Free Shipping,No,No,13,Venmo,Every 3 Months
368,70,Female,Belt,Accessories,22,S,Gray,Spring,3.5,No,Bank Transfer,Free Shipping,No,No,2,Cash,Weekly
369,32,Female,Boots,Footwear,40,M,Indigo,Winter,4.2,No,Bank Transfer,Express,No,No,4,Debit Card,Weekly
370,62,Female,Jeans,Clothing,73,L,Magenta,Spring,4.6,No,Venmo,Express,No,No,17,Debit Card,Quarterly
371,52,Female,Shoes,Footwear,26,XL,Red,Fall,2.6,No,Debit Card,Free Shipping,No,No,43,PayPal,Bi-Weekly
372,23,Female,Sweater,Clothing,41,L,Turquoise,Spring,3.4,No,Debit Card,Next Day Air,No,No,6,PayPal,Monthly
373,26,Female,Jewelry,Accessories,98,L,Peach,Spring,3.1,No,Venmo,Standard,No,No,46,PayPal,Quarterly
374,58,Female,Shirt,Clothing,63,L,White,Winter,3.6,No,PayPal,Free Shipping,No,No,7,Debit Card,Bi-Weekly
375,26,Female,Boots,Footwear,55,L,Maroon,Winter,4.2,No,Bank Transfer,Next Day Air,No,No,34,Debit Card,Fortnightly
376,54,Female,Shorts,Clothing,90,XL,Beige,Winter,3.6,No,Credit Card,Standard,No,No,21,PayPal,Every 3 Months
377,66,Female,Handbag,Accessories,46,M,Blue,Summer,3.6,No,Credit Card,Express,No,No,13,Venmo,Bi-Weekly
378,60,Female,Sweater,Clothing,88,S,Red,Spring,3,No,Venmo,Store Pickup,No,No,33,Debit Card,Bi-Weekly
379,32,Female,Belt,Accessories,95,M,Blue,Spring,2.5,No,Bank Transfer,2-Day Shipping,No,No,24,Bank Transfer,Bi-Weekly
380,48,Female,Belt,Accessories,31,M,Maroon,Fall,4,No,Credit Card,Store Pickup,No,No,4,Bank Transfer,Annually
381,69,Female,Hoodie,Clothing,42,L,Yellow,Spring,4.1,No,PayPal,Next Day Air,No,No,5,Cash,Bi-Weekly
382,64,Female,Sneakers,Footwear,44,L,Pink,Winter,4.9,No,Debit Card,Next Day Air,No,No,11,Credit Card,Weekly
383,56,Female,T-shirt,Clothing,99,M,Maroon,Spring,4,No,Venmo,Next Day Air,No,No,20,Bank Transfer,Annually
384,22,Female,Pants,Clothing,20,S,Purple,Summer,3.5,No,Venmo,Store Pickup,No,No,28,PayPal,Quarterly
385,46,Female,Scarf,Accessories,37,S,Indigo,Spring,3.2,No,Bank Transfer,Store Pickup,No,No,43,PayPal,Monthly
386,24,Female,Sweater,Clothing,50,L,Gray,Winter,2.8,No,Credit Card,Store Pickup,No,No,10,Venmo,Every 3 Months
387,47,Female,Handbag,Accessories,73,M,Lavender,Summer,3.5,No,Debit Card,Next Day Air,No,No,26,Venmo,Every 3 Months
388,62,Female,Shirt,Clothing,84,M,Charcoal,Spring,3.1,No,Cash,Free Shipping,No,No,29,Bank Transfer,Monthly
389,34,Female,Dress,Clothing,64,M,Teal,Spring,3.3,No,PayPal,Store Pickup,No,No,35,Bank Transfer,Quarterly
390,50,Female,Sandals,Footwear,21,L,Blue,Fall,4.6,No,Debit Card,Free Shipping,No,No,23,Cash,Bi-Weekly
391,29,Female,Shirt,Clothing,36,M,Peach,Summer,4.9,No,PayPal,Store Pickup,No,No,15,Bank Transfer,Quarterly
392,68,Female,Dress,Clothing,81,L,Orange,Winter,3.4,No,Bank Transfer,2-Day Shipping,No,No,46,Credit Card,Annually
393,52,Female,Sunglasses,Accessories,54,L,Silver,Fall,3.5,No,Cash,Next Day Air,No,No,14,Bank Transfer,Bi-Weekly
394,29,Female,Socks,Clothing,63,L,Red,Summer,4.8,No,Bank Transfer,Store Pickup,No,No,17,Cash,Every 3 Months
395,22,Female,Sandals,Footwear,59,M,Gray,Summer,2.7,No,Bank Transfer,Store Pickup,No,No,9,Cash,Weekly
396,62,Female,Hat,Accessories,53,S,Beige,Fall,3.4,No,Cash,Standard,No,No,13,Venmo,Fortnightly
397,69,Female,Shirt,Clothing,63,L,White,Winter,3.5,No,PayPal,Next Day Air,No,No,20,Bank Transfer,Monthly
398,48,Female,Shoes,Footwear,33,M,Silver,Fall,3.7,No,Debit Card,Free Shipping,No,No,39,Bank Transfer,Quarterly
399,66,Female,Pants,Clothing,64,L,Cyan,Summer,3.3,No,Bank Transfer,Next Day Air,No,No,50,Bank Transfer,Quarterly
400,42,Female,Shirt,Clothing,98,S,Maroon,Fall,2.9,No,Venmo,Free Shipping,No,No,21,Bank Transfer,Bi-Weekly
401,50,Female,Hat,Accessories,85,L,Purple,Winter,3.9,No,Venmo,Express,No,No,3,Bank Transfer,Weekly
402,32,Female,Jewelry,Accessories,82,S,Brown,Summer,2.7,No,PayPal,Express,No,No,9,PayPal,Fortnightly
403,51,Female,Jacket,Outerwear,85,M,Green,Summer,4.3,No,Bank Transfer,Standard,No,No,29,Cash,Bi-Weekly
404,27,Female,Shirt,Clothing,37,S,Peach,Winter,3,No,PayPal,2-Day Shipping,No,No,42,Bank Transfer,Weekly
405,43,Female,Pants,Clothing,56,S,Turquoise,Summer,5,No,PayPal,2-Day Shipping,No,No,41,Debit Card,Fortnightly
406,48,Female,Skirt,Clothing,33,M,Olive,Fall,2.7,No,Debit Card,Express,No,No,17,Debit Card,Monthly
407,62,Female,Sandals,Footwear,57,M,Yellow,Winter,4.7,No,Venmo,Next Day Air,No,No,20,PayPal,Annually
408,65,Female,Blouse,Clothing,31,L,Gray,Winter,4.6,No,Debit Card,Standard,No,No,18,Credit Card,Bi-Weekly
409,50,Female,Socks,Clothing,69,M,Purple,Fall,3.2,No,Bank Transfer,2-Day Shipping,No,No,7,PayPal,Monthly
410,60,Female,Jacket,Outerwear,92,M,Gray,Winter,4.3,No,Credit Card,Free Shipping,No,No,47,Bank Transfer,Fortnightly
411,19,Female,Handbag,Accessories,46,L,Lavender,Fall,4.6,No,Bank Transfer,Next Day Air,No,No,2,Bank Transfer,Bi-Weekly
412,21,Female,Belt,Accessories,81,XL,Indigo,Spring,4.9,No,PayPal,Free Shipping,No,No,25,Debit Card,Quarterly
413,19,Female,Blouse,Clothing,97,S,Green,Fall,3.8,No,Cash,Express,No,No,26,Venmo,Annually
414,46,Female,Shirt,Clothing,93,L,Green,Summer,2.6,No,PayPal,Express,No,No,2,Debit Card,Weekly
415,21,Female,Handbag,Accessories,56,M,Olive,Spring,4.7,No,Venmo,Store Pickup,No,No,45,Venmo,Bi-Weekly
416,26,Female,Scarf,Accessories,53,M,Charcoal,Fall,4.1,No,PayPal,Free Shipping,No,No,9,Bank Transfer,Bi-Weekly
417,50,Female,Coat,Outerwear,66,L,Gray,Spring,3.7,No,Debit Card,Store Pickup,No,No,1,Venmo,Weekly
418,43,Female,Hoodie,Clothing,50,M,Olive,Fall,3,No,Credit Card,Free Shipping,No,No,4,PayPal,Bi-Weekly
419,61,Female,Shorts,Clothing,97,L,Blue,Summer,4.7,No,Venmo,Standard,No,No,31,Debit Card,Quarterly
420,63,Female,Sandals,Footwear,79,XL,Silver,Winter,4.7,No,Cash,2-Day Shipping,No,No,21,Credit Card,Every 3 Months
421,46,Female,Shirt,Clothing,76,M,Magenta,Fall,4,No,Venmo,Store Pickup,No,No,32,Debit Card,Fortnightly
422,63,Female,Hoodie,Clothing,38,L,Black,Fall,2.6,No,Credit Card,Standard,No,No,16,Venmo,Weekly
423,23,Female,Socks,Clothing,45,M,Pink,Fall,3,No,Debit Card,Express,No,No,34,Credit Card,Fortnightly
424,57,Female,Handbag,Accessories,77,XL,Red,Fall,3.3,No,PayPal,Next Day Air,No,No,40,Venmo,Bi-Weekly
425,57,Female,Jewelry,Accessories,51,M,Peach,Summer,3.4,No,Venmo,Standard,No,No,4,Cash,Every 3 Months
426,33,Female,Coat,Outerwear,26,L,Lavender,Spring,4,No,Venmo,Standard,No,No,3,Cash,Quarterly
